axs_name,section
Buskirk-Chumley Theater,B
Bute Park,B
Buttermilk Mountain,B
Butterworth Hall,B
Buxton Opera House,B
Byers Theatre at Sandy Springs Performing Arts Center,B
Byham Theater,B
BYU Miller Park,B
C-Boys,C
CAA Arena,C
CAA Centre,C
CAA Park,C
Cabana Poolbar,C
Cabaret du Casino,C
Cabaret Sauvage,C
Cabarrus Arena,C
Cable Dahmer Arena,C
Cabooze Music Club,C
Cabooze Plaza,C
Cache County Event Center,C
Cache Creek Casino Event Center,C
CACTI Ballpark of the Palm Beaches,C
Cactus Club,C
Cactus Petes Resort Casino Amphitheatre,C
Cactus Petes Resort Casino Gala Showroom,C
Cactus Theater,C
Cadence Bank Arena,C
Cadence Bank Center,C
Cadet Field House,C
Cadillac Palace Theatre,C
Cadogan Hall,C
Caesar Uyesaka Stadium,C
Caesars Atlantic City,C
Caesars Southern Indiana,C
Cafe Colonial,C
Cafe Da Vinci,C
Cafe Wha?,C
Café Campus,C
Café de la Danse,C
Café Iguana,C
Cahn Auditorium,C
Cain Center For The Arts,C
Cain Park Evans Amphitheater,C
Cain's Ballroom,C
Caird Hall,C
Cairns Field,C
Cajun Field,C
Cajundome,C
Cal Coast Credit Union Open Air Theatre at SDSU,C
Cal Expo Show Arena,C
Cal Poly Pomona Athletic Field,C
Cal State Dominguez Hills,C
Cal State Long Beach,C
Caldicot Castle,C
Caldwell Night Rodeo Grounds,C
Caliente Tropics Hotel,C
"California Center for the Arts, Escondido",C
California Memorial Stadium,C
California Plaza,C
California State Fairgrounds,C
California State Railroad Museum,C
California Theatre,C
California Theatre Of The Performing Arts,C
Calihan Hall,C
Caloosa Sound Amphitheater,C
Calvert Street Stage,C
Calvin Gilmore Theatre - The Carolina Opry,C
Calvin Simmons Theatre,C
Cam Henderson Center,C
"Cambria, CA",C
Cambridge Junction,C
Cambridge Junction 2,C
Cambridge Room at House of Blues Cleveland,C
Cambridge Room at House of Blues Dallas,C
Cambridge Theatre,C
Cambridge United Football Club,C
Cameco Capitol Arts Centre,C
Camelback Ranch - Glendale,C
Camelot Theatres - CA,C
Cameron Hall,C
Cameron Indoor Stadium,C
Camp Eastman,C
Camp Fimfo Waco,C
Camp Margaritaville Resort Crystal Beach,C
Camp Ramblewood,C
Camp Randall Stadium,C
Campanelli Stadium,C
Campbell Hall,C
Camping World Stadium,C
Campus Field,C
Campus Rheinstars Köln,C
Camrose Regional Exhibition Grounds,C
Canadian Museum of History,C
Canal Club,C
Canal Park,C
Canal Room,C
Canberra Theatre,C
Canes Bar and Grill,C
Canfield Fairgrounds,C
Cannery Casino & Hotel,C
Cannery Hall,C
Cannery Hall - Amaranth,C
Cannery Hall - Mainstage,C
Cannery Hall - Off Site,C
Cannery Hall - Row One Stage,C
Cannery Hall - The Mil,C
Canoe Place Inn,C
Canton Memorial Civic Center,C
Cantrell Ultimate Rafting Campground and Resort,C
Canvas Club,C
Canvas Stadium,C
Canyon Amphitheater,C
Canyon Moon Ranch,C
Canyons Village at Park City Mountain,C
Cape Cod Melody Tent,C
Cape Fear Vineyard and Winery,C
Cape May Convention Hall,C
Capistrano Concert Hall,C
Capistrano Hall 151,C
Capital Ballroom,C
Capital Credit Union Park,C
Capital One City Parks Foundation SummerStage,C
Capital One Hall,C
Capital Region Amphitheater,C
Capital Turnaround,C
Capitol Center for the Arts - Chubb Theatre,C
Capitol City Comedy Club,C
Capitol Federal Amphitheater,C
Capitol Hill Block Party Festival Grounds,C
Capitol Music Club,C
Capitol Theater - Olympia,C
Capitol Theatre,C
Capitol Theatre Macon,C
Capitol Theatre Moncton,C
Capitol Theatre Wheeling,C
Capitol Theatre Yakima,C
Captain's Getaway,C
Car Park,C
Cara Hotel,C
Cardiff Principality Stadium,C
Cardiff University Great Hall,C
Cardinale Stadium,C
Cargo Reno,C
Caribbean Gardens,C
Caribe Royale Orlando,C
Carilion Clinic Field at Salem Memorial Ballpark,C
Carl Black Chevy Woods Amphitheater,C
Carl Perkins Civic Center,C
Carlisle Theatre,C
Carlson Family Stage at Northrop,C
CarMax Park,C
Carmichael Arena,C
Carnegie Hall,C
Carnegie Hall - Zankel Hall,C
Carnegie Library Music Hall,C
Carnegie Music Hall,C
Carnesecca Arena,C
Carnie Smith Stadium,C
Carnival Studio Theater,C
Carol's Pub,C
Carolina Country Music Festival Grounds at Myrtle Beach,C
Carolina Softball Stadium at Beckham Field,C
Carolina Theatre,C
Carolina Theatre of Greensboro,C
Carolina Volleyball Center,C
CaroMont Health Park,C
Carpenter Performing Arts Center,C
Carroll Track and Soccer Stadium,C
CarShield Field,C
Carson Creek Ranch,C
Carson Park - WI,C
Carter-Finley Stadium,C
Carteret Performing Arts and Events Center,C
Carver-Hawkeye Arena,C
Cary Hall,C
Cary's Booth Amphitheatre,C
Casa Blanca Ballroom,C
Casablanca Club,C
Casbah,C
Cascade Theatre,C
Cascades Amphitheater,C
Case Gymnasium,C
Casey's Center,C
Cashman Field,C
Casino Arizona,C
Casino de Paris,C
Casino Del Sol Stadium,C
Casino Nova Scotia,C
Casino Regina,C
Casper Events Center,C
Cassell Coliseum,C
Castaways,C
Castle Airport,C
Castle Theater,C
Cat's Cradle - Back Room,C
Catch One,C
Catch the Fever Music Festival Grounds,C
Category 10,C
Cathead Distillery,C
Cathedral Sanctuary At Immanuel Presbyterian,C
Catholic Health Amphitheater at Bald Hill,C
Cathouse Rock Club,C
Catton Park,C
Caveat,C
Cavendish Beach Music Festival Grounds,C
CCNB Amphitheatre at Heritage Park,C
CCu Event Center,C
Cedar County Fair Grounds,C
Cedar Creek Park,C
Cedartown Performing Arts Center,C
CEFCU Arena,C
CEFCU Stadium,C
Celebrate Brooklyn,C
Celebrities Nightclub,C
Celebrity Showroom Nugget Casino,C
Celebrity Silhouette,C
Celeste Center (Ohio State Fair),C
Celine Orlando,C
Cellairis Amphitheatre at Lakewood,C
Centene Stadium - MT,C
Centennial Bank Stadium,C
Centennial Concert Hall,C
Centennial Hall - AZ,C
Centennial Park,C
Centennial Park - ON,C
Centennial Park Canmore,C
Centennial Plaza,C
Centennial Terrace & Quarry,C
Center for the Arts,C
Center for the Arts of Homer,C
Center in the Square - Mill Mountain Theatre,C
Center Parc Stadium,C
Center Park West,C
Center Stage,C
Center Stage at Pearl River Resort,C
Center Stage Theater,C
Centerfire Place,C
Central Alberta Raceways,C
Central Bank Downtown Live,C
Central Chapelle,C
Central Community Centre,C
Central Florida Fairgrounds,C
Central Hall Westminster,C
Central Park,C
Central Park - Santa Clarita,C
Central Park's Great Lawn,C
Central Plaza - Fort Dodge,C
Central Wesleyan Church,C
Central Wisconsin State Fair,C
Centre 200,C
Centre Agnico Eagle,C
Centre d'Excellence Sports Rousseau,C
Centre Georges-Vézina,C
Centre Henry-Leonard,C
Centre In The Square,C
Centre Marcel Dionne,C
Centre Slush Puppie,C
Centre Stage - Greenville,C
Centre Vidéotron,C
Centre Wellington Community Sportsplex,C
Centrepiece,C
Centrium at Westerner Park,C
Centro Asturiano de Tampa,C
Centro de Bellas Artes de Caguas,C
Centro de Bellas Artes Luis A. Ferré,C
Century Casino - Calgary,C
Century Casino Cape Girardeau,C
Century Casino Showroom - Edmonton,C
Century II Convention Center - Concert Hall,C
CenturyLink Center,C
CenturyLink Center Omaha,C
Cermak Hall,C
Cerritos Center for the Performing Arts,C
Cervantes' Masterpiece Ballroom,C
Cervantes' Other Side,C
CFSB Center,C
CG Bank Field at Roy Kidd Stadium,C
CG's Comedy Club,C
Chace Athletic Center,C
Chad Richison Stadium,C
Chaifetz Arena,C
Chain Reaction,C
Chalk,C
Chamberfest Festival Grounds,C
Chambers Grant Salon,C
Chameleon Club,C
Champaign County Fair,C
Champions Square,C
Championship Field,C
Championship Soccer Stadium at the Orange County Great Park,C
Chan Centre for the Performing Arts,C
Chandler Center for the Arts,C
Chandler Music Hall,C
Channel 24,C
Chapiteau de l'Espace de Fontvieille,C
Chapter Hollywood,C
Charles E. Smith Center,C
Charles F. Dodge City Center,C
Charles Koch Arena,C
Charleston Civic Center,C
Charleston Coliseum & Convention Center,C
Charleston Gaillard Center,C
Charleston Theater,C
Charlie and Marie Lupton Baseball Stadium and Williams-Reilly Field,C
Charline McCombs Empire Theatre,C
Charlotte Coliseum,C
Charlotte County Fairgrounds,C
Charlotte Harbor Event and Conference Center,C
Charlotte Sports Park,C
Charter One Pavilion,C
Chartway Arena,C
Chase County Fair & Expo,C
Chase Fieldhouse,C
Chasing Rabbits,C
Chastain Amphitheater,C
Chastain Park Amphitheater,C
Chateau Ste. Michelle Winery,C
Chattanooga Memorial Auditorium,C
Chautauqua Amphitheater,C
Cheel Arena,C
Chelmsford Theatre,C
Chelsea Community Fair,C
Chelsea's Live,C
Cheltenham Town Hall,C
Chenery Auditorium,C
Cheney Stadium,C
Cherry Crest Adventure Farm,C
Cherry Peak Resort,C
Cherry Street Tavern,C
Cheryl Holt Field at Cathi Maynard Park,C
Chesapeake Arts Center,C
Chesapeake City Park,C
Chesapeake Employers Insurance Arena,C
Cheshire Fairgrounds,C
Chester Fritz Auditorium,C
Chesterfield Amphitheater,C
Chevalier Theater,C
Chevrolet Centre,C
Cheyenne Botanic Gardens,C
Cheyenne Civic Center,C
Cheyenne Frontier Days Arena,C
Cheyenne Ice & Events Center,C
Cheyenne Saloon,C
CHI Health Center Omaha,C
CHI Memorial Stadium,C
Chicago Improv,C
Chicago Plumbers Union Hall Parking Lot,C
Chicago Shakespeare Theatre,C
Chicago Street Race Course,C
Chicago Symphony Center,C
Chicago Theatre,C
Chicagoland Speedway,C
Chick Hearn Court,C
Chickasaw Bricktown Ballpark,C
Chickie Wah Wah,C
Chief's on Broadway,C
Children's Hospital Los Angeles,C
Chiles Center,C
Chilliwack Coliseum,C
Chilliwack Heritage Park,C
Chinook Winds Casino Resort,C
Chippewa Valley Country Fest,C
Chippewa Valley Theatre Guild Grand Theatre,C
Choctaw Casino - Grant,C
Choctaw Casino - Pocola,C
Choctaw Grand Theater,C
Choctaw Stadium,C
Chop Shop,C
Chop Suey,C
Christchurch Town Hall,C
Christian County Fair,C
Christl Arena,C
Christopher Kennedy Compound,C
Christy Mathewson-Memorial Stadium,C
Chrome Showroom,C
Chrysalis - Merriweather Park at Symphony Woods,C
Chrysler Hall,C
Chrysler Theatre,C
Chryst Field at Biemesderfer Stadium,C
CHS Field,C
Chuck Mathena Center,C
Chukchansi Gold Resort and Casino,C
Chukchansi Park,C
Chumash Casino,C
Church of 8 Wheels,C
Churchill Downs,C
Churchill Park,C
Churchill Theatre,C
CIBC Theatre,C
Cicerone Field at Anteater Ballpark,C
Cielo Farms Malibu,C
Cincinnati Music Hall,C
Cine El Rey,C
Cinemark 17 Pittsburgh Mills,C
Cinemark 20,C
Cinemark 24 Jordan Crossing,C
Cinemark at Seven Bridges,C
Cinemark Grand Rapids,C
Cinemark Tinseltown USA,C
Cinemark Tinseltown USA and XD,C
Cinemark Tulsa,C
Cinemark West Plano and XD,C
Cinespace Studios,C
Cineworld Superscreen at The O2,C
Cintas Center,C
Circle Square Cultural Center,C
Circo Hermanos Vazquez - Donna,C
Circus Flora in Grand Center,C
Circus Maximus,C
Circus Maximus Theater at Caesars Palace,C
Citadel Theatre,C
Citi Performing Arts Center,C
Citizens Opera House,C
City Auditorium,C
City Hall,C
City Hall Live,C
City Market,C
City Market Social House - Los Angeles,C
City National Arena,C
City of Palms Park,C
City Opera House,C
City Park,C
City Park - UT,C
City Plaza Reno,C
City Stadium - Richmond,C
City Tavern,C
City Varieties Music Hall,C
City Winery Atlanta,C
City Winery Boston,C
City Winery Chicago,C
City Winery Napa,C
City Winery Nashville,C
City Winery NYC,C
City Winery Philadelphia,C
City Winery Pittsburgh,C
City Winery STL,C
Civic Center - Salt Lake City,C
Civic Center Banquet Hall,C
Civic Center Coliseum,C
Civic Center Exhibit Hall,C
Civic Center Park,C
Civic Center Theatre,C
Civic Field,C
Civic Theatre Newcastle,C
Clackamas County Fair & Event Center,C
Clapham Common,C
Clare Drake Arena,C
Claremont Opera House,C
Clark-LeClair Stadium,C
Clarke Stadium,C
Clarksburg Amphitheater,C
Class of 1952 Stadium,C
Class of 1965 Arena,C
Classic Auto Group Park,C
Clay Center,C
Clay County Agricultural Fair,C
Clay County Regional Events Center,C
Clay Gould Ballpark,C
Clay's Park and Resort,C
"Clayton, CA",C
Claytons Beach Bar and Event Venue,C
Clear Channel Metroplex,C
Clearfield County Fairgrounds,C
Clearview Arena at the RMU Island Sports Center,C
Clearwater River Casino,C
Clearwater's Big Rodeo,C
Clemens Center,C
Clemson Memorial Stadium,C
Clemson University - Upper Intramural Field,C
Cleveland Public Auditorium,C
Cliff Bell's,C
Cliffs Pavilion,C
Clifton Downs,C
Clinton Riverfront,C
Clive Davis Theater,C
Clock-out Lounge,C
Clover Park,C
Clover Stadium,C
Clovis Rodeo,C
Clowes Memorial Hall,C
Clown Lounge,C
Club 101,C
Club Bahia,C
Club Cafe,C
Club Cheek,C
Club Cinema,C
Club Congress,C
Club Escapade,C
Club Firestone,C
Club Infinity,C
Club LA,C
CLUB LOVE,C
Club M2 Miami,C
Club Passim,C
Club Regent Casino,C
Club SAW,C
Club Six,C
Club Soda,C
Club Tropicana,C
Club Vinyl,C
Clune Arena,C
Clwb Ifor Bach,C
Clyde Auditorium,C
Clyde Rooms,C
CM Performing Arts Center,C
CMA Theater,C
CNA Arena Akita,C
Co-op Live,C
Co-op Place,C
Coastal Credit Union Music Park at Walnut Creek,C
CoBank Arena at the National Western Center,C
CoBank Flex Space at the National Western Center,C
Cobb's Comedy Club,C
Cobo Arena,C
Cobra Lounge,C
Coca-Cola Amphitheater,C
Coca-Cola Music Hall of Puerto Rico,C
Coca-Cola Park,C
Cocoa Beach Pier,C
Cocoa Riverfront Park,C
Coda,C
CODA - Toronto,C
Codfish Hollow Barnstormers,C
Coeur d'Alene Casino,C
Coffee Butler Amphitheater,C
Coffee Shop at The Nile Theater,C
COHAB.SPACE,C
Colchester Arts Centre,C
Colchester Castle Park,C
Coleman Coliseum,C
Colfax Events Center,C
Coliseo Roberto Clemente,C
Colisée Desjardins,C
Colisée Financière Sun Life,C
Colisée Vidéotron,C
College of Charleston Baseball Stadium,C
College of Charleston Cistern Yard,C
College Street Music Hall,C
Collins Center for the Arts,C
Colonial Downs Racetrack,C
Colonial Life Arena,C
Colonial Oak Music Park,C
Colonial Theater,C
Colonial Theatre,C
Colonial Theatre - Keene,C
Colonial Theatre Laconia,C
Colonial Theatre Phoenixville,C
Colonial Theatre Pittsfield,C
Colony,C
Colony Theatre,C
Colorado Convention Center,C
Colorado Mills,C
Colorado State Fair,C
Colour Factory,C
Colour Factory Garden,C
Colours,C
Columbia City Theater,C
Columbia County Performing Arts Center,C
Columbia Museum of Art,C
Columbia Place Mall,C
Columbia Theatre,C
Columbiahalle,C
Columbus Athenaeum,C
Columbus Commons,C
Columbus Funny Bone,C
Colusa Casino Resort,C
Comcast Arena at Everett,C
Comcast Theatre,C
Come and Take It Live,C
Comedy at The Carlson,C
Comedy Bar Danforth,C
Comedy Cabana,C
Comedy Key West,C
Comedy Off Broadway,C
Comedy on State,C
Comedy Vault,C
Comedy Works - South at The Landmark,C
Comedy Zone Charlotte,C
Comedy Zone Greensboro,C
Comedy Zone Greenville,C
Comedy Zone Jacksonville,C
Comerica Center,C
Comfort Dental Amphitheatre,C
Comic Strip Live New York,C
Cominco Arena,C
COMMA Performing Arts Center,C
Commerce Bank Arts Center,C
Commerce Center 18,C
Commerce Township 14,C
CommonSpirit Health Stage at Gatton Park,C
Commonwealth Bar,C
Community America Ballpark,C
Community Center Theater,C
Compton Family Ice Arena,C
Compuware Arena,C
Concerts On The Green at Qualcomm Stadium,C
Concerts Under the Stars,C
Concord Music Hall,C
Concrete Street Amphitheater,C
Condron Ballpark,C
Conduit,C
Conexus Arts Centre,C
Coney Island Amphitheater,C
Confederation Centre of the Arts,C
Confederation Park,C
Conga Room,C
Congress Theater,C
Congress Theatre,C
Congressional Country Club,C
Conner Prairie Amphitheatre,C
Connexin Live,C
Connie Claussen Field,C
Conseco Fieldhouse,C
Constellation Chicago,C
Constellation Field,C
Constellation Room,C
Constitution Hall,C
Contact Theatre,C
Conte Forum,C
Continental Club,C
Continental Club Oakland,C
Convention Hall,C
Cooking School of Aspen,C
Cooks Garage,C
Cooks Valley Campground,C
Cool Japan Osaka,C
Coolray Field,C
CoolToday Park,C
Cooper Field,C
Coopers BBQ Live,C
Coopers Stadium,C
Coors Amphitheatre,C
Coors Event Centre,C
Coors Light Birds Nest,C
Coosa Valley Fairgrounds,C
Copeland Park,C
Copernicus Center,C
Coppell Arts Center,C
Copper Box Arena,C
Copper Mountain Resort,C
Coral Springs Center for the Arts,C
Corbett Field,C
Corbett Soccer Stadium,C
Corbett Sports Center,C
Corbin Arena,C
Corn Exchange Brighton,C
Corn Exchange Ipswich,C
Corn Exchange Newbury,C
Corn Exchange Theatre,C
Corn Palace,C
Corner Hotel,C
Cornerstone,C
Corona Stage at Del Mar Fairgrounds,C
Coronado Performing Arts Center,C
Corsica Studios,C
Corson Auditorium,C
Corteva Coliseum at Indiana State Fairgrounds and Event Center,C
Corwin Pavilion,C
Coshocton County Fairgrounds,C
Cosmopolitan of Las Vegas,C
Costello Athletic Center,C
Cotterell Court,C
Cotton Bowl Stadium,C
Cottonwood High School,C
Cougar Softball Stadium,C
Count's Vamp'd Rock Bar & Grill,C
Country Boom Grounds,C
Country Club Hills Amphitheater,C
Country Drive Golf Course,C
Country Jam Colorado,C
Country Jam USA Festival Grounds,C
Country on the River Grounds,C
Country River Club,C
Country Thunder Saskatchewan Grounds,C
Country USA,C
Coupland Dancehall,C
Coushatta Casino Resort,C
Covelli Center - Columbus,C
Covelli Centre - Youngstown,C
Covenant Health Park,C
Coventry Building Society Arena,C
Coves Amphitheater,C
Covey Center for the Arts,C
Cow Palace,C
Cow Palace - Warehouse,C
Cowboy Stadium,C
Cowboys Dancehall,C
Cowboys Dancehall - Calgary,C
Cowboys Park,C
Cowboys Saloon,C
Cowboys Stadium,C
Cowgirl Stadium,C
Cowichan Community Centre,C
Cowlitz Ballroom at Ilani Casino Resort,C
Cowpokes,C
Cowtown Coliseum,C
Cox Arena,C
Cox Convention Center,C
Cox Pavillion,C
Coyote Country Store,C
Coyote Joe's,C
Coyote's,C
CPKC Stadium,C
Crafthouse Stage & Grill,C
Cramton Bowl,C
Cranmore Park,C
Craven Park Stadium,C
CRC Roofers Coliseum,C
Credit One Stadium,C
Credit Union 1 Amphitheatre,C
Credit Union 1 Arena at UIC,C
Credit Union of Texas Event Center,C
Credit Union Place,C
Crescent Theatre,C
Crest Theatre,C
Crest Theatre at Old School Square,C
Cricket Arena,C
Crisler Arena,C
Crisler Center,C
Criss Angel Theater at Planet Hollywood Las Vegas,C
Criterion Theatre,C
Crocodile Rock,C
Croix-Bleue Medavie Stadium,C
Cropredy Festival Site,C
Crosby Fair and Rodeo,C
Cross Insurance Arena,C
Cross Insurance Center,C
Crossgates Stadium 18,C
Crossroads - Garwood,C
Crossroads Arena,C
Croswell Opera House,C
Crown Arena,C
Crown Coliseum,C
Crown Festival Park at Sugar Land,C
Crown Hall at Budweiser Brew House,C
Crown Hill Theatre,C
Crown Room - Crystal Bay Casino,C
